Title,Authors,Publication Year,Total Citations,Average per Year,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Nucleosome positioning and gene regulation: advances through genomics,"Jiang, Cizhong; Pugh, B. Franklin",2009,565,51.36,0,0,0,0,0,0,0,0,0,27,71,78,76,51,54,42,51,49
Turning a hobby into a job: How duplicated genes find new functions,"Conant, Gavin C.; Wolfe, Kenneth H.",2008,559,46.58,0,0,0,0,0,0,0,0,0,36,52,42,50,44,64,71,54,67
Induction and suppression of RNA silencing: Insights from viral infections,"Voinnet, O",2005,559,37.27,0,0,0,0,0,26,65,75,55,60,43,50,42,27,30,19,25,13
Repeat instability: Mechanisms of dynamic mutations,"Pearson, CE; Edamura, KN; Cleary, JD",2005,554,36.93,0,0,0,0,0,0,29,41,40,50,44,56,34,43,44,30,42,41
The genetics of addictions: Uncovering the genes,"Goldman, D; Oroszi, G; Ducci, F",2005,550,36.67,0,0,0,0,0,2,20,20,30,50,44,61,52,53,47,45,35,36
DNA secondary structures: stability and function of G-quadruplex structures,"Bochman, Matthew L.; Paeschke, Katrin; Zakian, Virginia A.",2012,548,68.5,0,0,0,0,0,0,0,0,0,0,0,0,1,37,91,87,91,104
Gene-environment interactions in human diseases,"Hunter, DJ",2005,545,36.33,0,0,0,0,0,5,30,43,38,35,34,31,40,42,45,37,41,58
Ancient DNA,"Hofreiter, M; Serre, D; Poinar, HN; Kuch, M; Paabo, S",2001,543,28.58,0,2,13,30,34,38,32,38,34,21,30,23,44,30,36,27,33,36
Genomics and the future of conservation genetics,"Allendorf, Fred W.; Hohenlohe, Paul A.; Luikart, Gordon",2010,540,54,0,0,0,0,0,0,0,0,0,0,0,18,44,47,71,64,92,77
"FUNDAMENTAL CONCEPTS IN GENETICS Genetics in geographically structured populations: defining, estimating and interpreting F-ST","Holsinger, Kent E.; Weir, Bruce S.",2009,540,49.09,0,0,0,0,0,0,0,0,0,3,36,50,64,54,63,54,55,61
Genetics of autism: Complex aetiology for a heterogeneous disorder,"Folstein, SE; Rosen-Sheidley, B",2001,539,28.37,0,0,9,34,41,42,37,47,46,42,42,39,31,32,21,31,21,9
Gardening the genome: DNA methylation in Arabidopsis thaliana,"Chan, SWL; Henderson, IR; Jacobsen, SE",2005,538,35.87,0,0,0,0,0,6,36,52,67,45,53,38,47,39,34,29,33,20
The origins patterns and implications of human spontaneous mutation,"Crow, JF",2000,532,26.6,1,8,10,22,19,26,23,33,25,30,45,34,48,27,31,29,42,26
NON-CODING RNA Towards a molecular understanding of microRNA-mediated gene silencing,"Jonas, Stefanie; Izaurralde, Elisa",2015,531,106.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,96,178
The production of recombinant pharmaceutical proteins in plants,"Ma, JKC; Drake, PMW; Christou, P",2003,529,31.12,0,0,0,0,21,41,40,29,34,39,50,39,52,32,33,21,36,29
A guide to genome engineering with programmable nucleases,"Kim, Hyongbum; Kim, Jin-Soo",2014,527,87.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,112,139,104
Deconstructing stem cell self-renewal: genetic insights into cell-cycle regulation,"Orford, Keith W.; Scadden, David T.",2008,526,43.83,0,0,0,0,0,0,0,0,17,43,42,53,59,68,60,48,42,39
Dynamic genome architecture in the nuclear space: regulation of gene expression in three dimensions,"Lanctot, Christian; Cheutin, Thierry; Cremer, Marion; Cavalli, Giacomo; Cremer, Thomas",2007,523,40.23,0,0,0,0,0,0,0,21,63,57,60,54,52,44,26,34,30,36
Diseases of unstable repeat expansion: Mechanisms and common principles,"Gatchel, JR; Zoghbi, HY",2005,522,34.8,0,0,0,0,0,2,44,62,51,42,45,38,46,26,35,38,29,23
Conditional control of gene expression in the mouse,"Lewandoski, M",2001,521,27.42,0,0,36,51,44,42,47,43,33,31,22,34,18,29,18,16,14,23
Genetic determinants of cancer metastasis,"Nguyen, Don X.; Massague, Joan",2007,520,40,0,0,0,0,0,0,0,10,51,47,35,44,48,52,54,54,43,41
DNA vaccines: ready for prime time?,"Kutzler, Michele A.; Weiner, David B.",2008,519,43.25,0,0,0,0,0,0,0,0,0,32,50,54,66,62,67,48,38,46
Design issues for cDNA microarray experiments,"Yang, YH; Speed, T",2002,519,28.83,0,0,7,45,62,63,65,51,59,36,27,28,25,14,7,10,8,6
Hearing silence: non-neutral evolution at synonymous sites in mammals,"Chamary, JV; Parmley, JL; Hurst, LD",2006,515,36.79,0,0,0,0,0,0,20,42,35,41,40,44,47,37,46,50,32,37
"Alternative splicing and evolution: diversification, exon definition and function","Keren, Hadas; Lev-Maor, Galit; Ast, Gil",2010,509,50.9,0,0,0,0,0,0,0,0,0,0,8,46,57,51,62,81,55,55
The genetic basis of flowering responses to seasonal cues,"Andres, Fernando; Coupland, George",2012,508,63.5,0,0,0,0,0,0,0,0,0,0,0,0,1,44,77,86,91,80
The rise of regulatory RNA,"Morris, Kevin V.; Mattick, John S.",2014,507,84.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,88,119,115
Therapeutic in vivo gene transfer for genetic disease using AAV: progress and challenges,"Mingozzi, Federico; High, Katherine A.",2011,506,56.22,0,0,0,0,0,0,0,0,0,0,0,20,55,70,72,66,70,77
Analysing biological pathways in genome-wide association studies,"Wang, Kai; Li, Mingyao; Hakonarson, Hakon",2010,505,50.5,0,0,0,0,0,0,0,0,0,0,0,38,81,70,75,73,58,47
Biological principles of microRNA-mediated regulation: shared themes amid diversity,"Flynt, Alex S.; Lai, Eric C.",2008,502,41.83,0,0,0,0,0,0,0,0,1,30,52,57,46,54,45,55,46,51
The origin and evolution of model organisms,"Hedges, SB",2002,502,27.89,0,0,0,20,43,45,42,60,44,41,31,32,24,15,27,15,21,15
The origin of new genes: Glimpses from the young and old,"Long, M; Betran, E; Thornton, K; Wang, W",2003,498,29.29,0,0,0,0,9,25,34,46,41,50,38,31,29,35,28,31,26,27
CRISPR interference: RNA-directed adaptive immunity in bacteria and archaea,"Marraffini, Luciano A.; Sontheimer, Erik J.",2010,497,49.7,0,0,0,0,0,0,0,0,0,0,16,43,65,62,65,51,63,61
Modulating Hox gene functions during animal body patterning,"Pearson, JC; Lemons, D; McGinnis, W",2005,496,33.07,0,0,0,0,0,0,17,37,33,39,42,29,39,41,40,58,36,33
Recombineering: A powerful new tool for mouse functional genomics,"Copeland, NG; Jenkins, NA; Court, DL",2001,494,26,0,0,12,25,20,32,26,36,35,29,36,45,45,39,25,34,24,11
Emergence of a DNA-damage response network consisting of Fanconi anaemia and BRCA proteins,"Wang, Weidong",2007,491,37.77,0,0,0,0,0,0,0,0,40,99,82,59,48,40,29,27,24,24
Light-regulated transcriptional networks in higher plants,"Jiao, Yuling; Lau, On Sun; Deng, Xing Wang",2007,491,37.77,0,0,0,0,0,0,0,12,41,30,33,45,39,32,55,42,54,43
Promoter-proximal pausing of RNA polymerase II: emerging roles in metazoans,"Adelman, Karen; Lis, John T.",2012,490,61.25,0,0,0,0,0,0,0,0,0,0,0,0,0,61,78,79,72,83
New approaches to population stratification in genome-wide association studies,"Price, Alkes L.; Zaitlen, Noah A.; Reich, David; Patterson, Nick",2010,483,48.3,0,0,0,0,0,0,0,0,0,0,3,26,58,56,66,58,55,55
Exploring the three-dimensional organization of genomes: interpreting chromatin interaction data,"Dekker, Job; Marti-Renom, Marc A.; Mirny, Leonid A.",2013,480,68.57,0,0,0,0,0,0,0,0,0,0,0,0,0,18,59,97,98,98
The evolution of sex-biased genes and sex-biased gene expression,"Ellegren, Hans; Parsch, John",2007,479,36.85,0,0,0,0,0,0,0,6,23,46,43,39,39,35,51,31,40,53
RNA regulation: a new genetics?,"Mattick, JS",2004,479,29.94,0,0,0,0,5,48,55,48,36,32,21,32,31,25,21,24,29,30
Phenomics: the next challenge,"Houle, David; Govindaraju, Diddahally R.; Omholt, Stig",2010,478,47.8,0,0,0,0,0,0,0,0,0,0,0,19,49,44,50,82,74,64
Mapping genes for complex traits in domestic animals and their use in breeding programmes,"Goddard, Michael E.; Hayes, Ben J.",2009,477,43.36,0,0,0,0,0,0,0,0,0,4,34,44,48,50,58,62,53,58
Yesterday's polyploids and the mystery of diploidization,"Wolfe, KH",2001,474,24.95,0,5,30,30,45,30,29,28,25,34,15,31,22,18,32,29,28,16
Epigenetic events in mammalian germ-cell development: reprogramming and beyond,"Sasaki, Hiroyuki; Matsui, Yasuhisa",2008,473,39.42,0,0,0,0,0,0,0,0,18,22,45,47,44,65,60,46,43,38
Genome-wide transcription and the implications for genomic organization,"Kapranov, Philipp; Willingham, Aarron T.; Gingeras, Thomas R.",2007,473,36.38,0,0,0,0,0,0,0,12,62,52,54,46,41,45,37,43,26,29
Splitting pairs: The diverging fates of duplicated genes,"Prince, VE; Pickett, FB",2002,473,26.28,0,0,1,26,38,38,42,36,38,24,30,17,27,19,32,28,29,17
Rare and common variants: twenty arguments,"Gibson, Greg",2012,470,58.75,0,0,0,0,0,0,0,0,0,0,0,0,17,65,75,68,74,71
Mapping complex disease traits with global gene expression,"Cookson, William; Liang, Liming; Abecasis, Goncalo; Moffatt, Miriam; Lathrop, Mark",2009,469,42.64,0,0,0,0,0,0,0,0,0,23,61,43,63,57,55,54,40,31
"RNA interference in the nucleus: roles for small RNAs in transcription, epigenetics and beyond","Castel, Stephane E.; Martienssen, Robert A.",2013,465,66.43,0,0,0,0,0,0,0,0,0,0,0,0,0,39,98,91,70,80
Genetics of Parkinson disease: paradigm shifts and future prospects,"Farrer, MJ",2006,464,33.14,0,0,0,0,0,0,14,54,67,49,51,42,33,23,28,20,17,23
Transcriptional enhancers: from properties to genome-wide predictions,"Shlyueva, Daria; Stampfel, Gerald; Stark, Alexander",2014,462,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,69,102,119
Genome instability: a mechanistic view of its causes and consequences,"Aguilera, Andres; Gomez-Gonzalez, Belen",2008,462,38.5,0,0,0,0,0,0,0,0,12,43,62,49,60,59,44,34,26,35
Current prospects for RNA interference-based therapies,"Davidson, Beverly L.; McCray, Paul B., Jr.",2011,460,51.11,0,0,0,0,0,0,0,0,0,0,0,20,72,78,80,67,57,38
Getting under the skin of epidermal morphogenesis,"Fuchs, E; Raghavan, S",2002,457,25.39,0,0,4,36,45,36,42,32,26,17,22,28,32,24,21,17,18,26
Mining electronic health records: towards better research applications and clinical care,"Jensen, Peter B.; Jensen, Lars J.; Brunak, Soren",2012,456,57,0,0,0,0,0,0,0,0,0,0,0,0,3,27,51,81,74,88
Sequencing depth and coverage: key considerations in genomic analyses,"Sims, David; Sudbery, Ian; Ilott, Nicholas E.; Heger, Andreas; Ponting, Chris P.",2014,454,75.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,74,102,110
Synthetic biology,"Benner, SA; Sismour, AM",2005,454,30.27,0,0,0,0,0,4,24,29,29,47,43,36,37,44,39,35,34,22
The road to modularity,"Wagner, Gunter P.; Pavlicev, Mihaela; Cheverud, James M.",2007,453,34.85,0,0,0,0,0,0,0,0,17,31,28,52,40,33,44,55,49,51
Gene therapy: Trials and tribulations,"Somia, N; Verma, IM",2000,451,22.55,0,11,29,39,38,42,29,23,31,21,27,26,25,16,19,21,14,14
OPINION The evolutionary significance of ancient genome duplications,"Van de Peer, Yves; Maere, Steven; Meyer, Axel",2009,450,40.91,0,0,0,0,0,0,0,0,0,1,27,45,53,43,58,53,55,43
Specialization and evolution of endogenous small RNA pathways,"Chapman, Elisabeth J.; Carrington, James C.",2007,449,34.54,0,0,0,0,0,0,0,0,58,61,59,43,50,42,37,26,21,29
Single-strand break repair and genetic disease,"Caldecott, Keith W.",2008,446,37.17,0,0,0,0,0,0,0,0,1,24,26,37,41,42,60,51,36,63
The evolutionary dynamics of eukaryotic gene order,"Hurst, LD; Pal, C; Lercher, MJ",2004,445,27.81,0,0,0,0,5,32,40,36,32,51,34,35,40,26,24,19,23,21
"Organizing cell renewal in the intestine: stem cells, signals and combinatorial control","Crosnier, C; Stamataki, D; Lewis, J",2006,444,31.71,0,0,0,0,0,0,1,20,39,32,44,37,37,38,41,31,42,35
Single-cell sequencing-based technologies will revolutionize whole-organism science,"Shapiro, Ehud; Biezuner, Tamir; Linnarsson, Sten",2013,443,63.29,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63,103,82,76
Medaka - A model organism from the Far East,"Wittbrodt, J; Shima, A; Schartl, M",2002,440,24.44,0,0,6,15,46,26,26,36,32,30,27,33,24,24,25,18,28,17
RNA-directed DNA methylation: an epigenetic pathway of increasing complexity,"Matzke, Marjori A.; Mosher, Rebecca A.",2014,438,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,73,101,101
The genetics and pathology of oxidative phosphorylation,"Smeitink, J; van den Heuvel, L; DiMauro, S",2001,432,22.74,0,6,23,26,28,22,33,28,18,36,19,23,31,27,16,20,23,19
Resolving the paradox of sex and recombination,"Otto, SP; Lenormand, T",2002,430,23.89,0,0,0,14,16,19,27,43,28,36,30,30,23,25,27,20,31,32
Understanding quantitative genetic variation,"Barton, NH; Keightley, PD",2002,430,23.89,0,0,12,23,26,37,30,32,34,29,30,22,21,16,32,21,22,15
The emerging genetic and molecular basis of Fanconi anaemia,"Joenje, H; Patel, KJ",2001,429,22.58,0,4,43,50,43,41,25,28,21,26,24,20,18,19,15,11,16,12
Insulators: exploiting transcriptional and epigenetic mechanisms,"Gaszner, Miklos; Felsenfeld, Gary",2006,428,30.57,0,0,0,0,0,0,0,42,44,50,53,47,47,41,27,24,18,12
The epigenetic regulation of mammalian telomeres,"Blasco, Maria A.",2007,422,32.46,0,0,0,0,0,0,0,7,52,45,42,35,31,39,34,38,26,27
Understanding the contribution of synonymous mutations to human disease,"Sauna, Zuben E.; Kimchi-Sarfaty, Chava",2011,421,46.78,0,0,0,0,0,0,0,0,0,0,0,2,27,54,63,55,61,60
Argonaute proteins: functional insights and emerging roles,"Meister, Gunter",2013,417,59.57,0,0,0,0,0,0,0,0,0,0,0,0,0,5,69,74,83,77
The telomere syndromes,"Armanios, Mary; Blackburn, Elizabeth H.",2012,415,51.88,0,0,0,0,0,0,0,0,0,0,0,0,1,48,60,69,72,74
The genetic basis of mammalian neurulation,"Copp, AJ; Greene, NDE; Murdoch, JN",2003,414,24.35,0,0,0,1,6,32,29,37,31,33,32,32,38,39,24,20,18,24
"X-chromosome inactivation: Counting, choice and initiation","Avner, P; Heard, E",2001,414,21.79,0,13,55,45,45,30,31,22,23,22,23,12,23,11,19,6,9,10
DNA methylation profiling in the clinic: applications and challenges,"Heyn, Holger; Esteller, Manel",2012,413,51.63,0,0,0,0,0,0,0,0,0,0,0,0,2,53,78,57,84,71
"Alternative lengthening of telomeres: models, mechanisms and implications","Cesare, Anthony J.; Reddel, Roger R.",2010,413,41.3,0,0,0,0,0,0,0,0,0,0,12,35,45,46,60,51,51,46
CTCF: an architectural protein bridging genome topology and function,"Ong, Chin-Tong; Corces, Victor G.",2014,412,68.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,79,88,114
Postcopulatory sexual selection,"Birkhead, TR; Pizzari, T",2002,412,22.89,0,0,1,8,15,25,18,21,38,21,29,21,25,40,26,24,33,28
Timeline - Headwaters of the zebrafish emergence of a new model vertebrate,"Grunwald, DJ; Eisen, JS",2002,411,22.83,0,0,0,17,13,17,17,19,31,36,30,39,29,20,26,26,32,26
Uncovering the role of 5-hydroxymethylcytosine in the epigenome,"Branco, Miguel R.; Ficz, Gabriella; Reik, Wolf",2012,409,51.13,0,0,0,0,0,0,0,0,0,0,0,0,28,69,69,62,67,53
Mapping and analysis of quantitative trait loci in experimental populations,"Doerge, RW",2002,408,22.67,0,0,8,14,20,26,31,32,30,27,25,18,30,21,28,24,16,30
Tuning gene expression to changing environments: from rapid responses to evolutionary adaptation,"Lopez-Maury, Luis; Marguerat, Samuel; Baehler, Juerg",2008,407,33.92,0,0,0,0,0,0,0,0,1,24,29,29,34,32,25,56,46,51
Engineering targeted viral vectors for gene therapy,"Waehler, Reinhard; Russell, Stephen J.; Curiel, David T.",2007,406,31.23,0,0,0,0,0,0,0,2,32,39,35,28,38,46,32,27,38,38
The evolution of molecular markers - just a matter of fashion?,"Schlotterer, C",2004,404,25.25,0,0,0,0,4,10,18,17,22,23,40,30,29,27,41,39,34,29
Genome-wide association studies provide new insights into type 2 diabetes aetiology,"Frayling, Timothy M.",2007,400,30.77,0,0,0,0,0,0,0,6,85,87,57,36,33,21,22,13,13,14
The evolution and genetics of innate immunity,"Kimbrell, DA; Beutler, B",2001,400,21.05,0,9,41,29,28,27,22,19,21,17,25,22,17,12,20,17,15,22
The metazoan Mediator co-activator complex as an integrative hub for transcriptional regulation,"Malik, Sohail; Roeder, Robert G.",2010,399,39.9,0,0,0,0,0,0,0,0,0,0,0,32,61,57,60,52,42,44
Enhancer function: new insights into the regulation of tissue-specific gene expression,"Ong, Chin-Tong; Corces, Victor G.",2011,398,44.22,0,0,0,0,0,0,0,0,0,0,0,8,55,55,64,52,50,47
High-throughput functional genomics using CRISPR-Cas9,"Shalem, Ophir; Sanjana, Neville E.; Zhang, Feng",2015,396,79.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,96,120
A census of human RNA-binding proteins,"Gerstberger, Stefanie; Hafner, Markus; Tuschl, Thomas",2014,396,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,74,111
Retinoic acid in development: towards an integrated view,"Niederreither, Karen; Dolle, Pascal",2008,396,33,0,0,0,0,0,0,0,0,3,30,39,40,42,52,34,46,36,29
DNA pooling: A tool for large-scale association studies,"Sham, P; Bader, JS; Craig, I; O'Donovan, M; Owen, M",2002,396,22,0,0,0,19,34,44,39,16,37,19,32,31,25,24,22,17,7,9
Establishment of vertebrate left-right asymmetry,"Hamada, H; Meno, C; Watanabe, D; Saijoh, Y",2002,394,21.89,0,0,13,25,37,24,36,23,27,27,20,26,29,27,19,16,17,13
Ecological genomics of local adaptation,"Savolainen, Outi; Lascoux, Martin; Merila, Juha",2013,393,56.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,60,77,87
Chromatin structure and the inheritance of epigenetic information,"Margueron, Raphael; Reinberg, Danny",2010,392,39.2,0,0,0,0,0,0,0,0,0,0,17,31,58,57,64,41,37,39
Common disorders are quantitative traits,"Plomin, Robert; Haworth, Claire M. A.; Davis, Oliver S. P.",2009,391,35.55,0,0,0,0,0,0,0,0,0,0,33,40,43,35,41,57,40,33
OPINION Rethinking how DNA methylation patterns are maintained,"Jones, Peter A.; Liang, Gangning",2009,391,35.55,0,0,0,0,0,0,0,0,0,0,22,53,37,43,39,43,59,41
Small RNA sorting: matchmaking for Argonautes,"Czech, Benjamin; Hannon, Gregory J.",2011,389,43.22,0,0,0,0,0,0,0,0,0,0,0,25,69,85,50,41,30,38
The complex interplay among factors that influence allelic association,"Zondervan, KT; Cardon, LR",2004,387,24.19,0,0,0,2,29,66,55,46,40,28,17,21,6,15,11,15,11,12
Computational studies of gene regulatory networks: In numero molecular biology,"Hasty, J; McMillen, D; Isaacs, F; Collins, JJ",2001,387,20.37,0,5,27,30,31,31,30,23,28,31,31,17,21,10,16,12,15,14
The genetics of human obesity,"Bell, CG; Walley, AJ; Froguel, P",2005,385,25.67,0,0,0,0,0,10,28,37,47,40,25,25,27,27,25,28,18,23
The molecular hallmarks of epigenetic control,"Allis, C. David; Jenuwein, Thomas",2016,384,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,107
"Towards safe, non-viral therapeutic gene expression in humans","Glover, DJ; Lipps, HJ; Jans, DA",2005,384,25.6,0,0,0,0,0,9,34,33,33,24,34,28,42,26,24,24,22,20
APPLICATIONS OF NEXT-GENERATION SEQUENCING RNA processing and its regulation: global insights into biological networks,"Licatalosi, Donny D.; Darnell, Robert B.",2010,383,38.3,0,0,0,0,0,0,0,0,0,0,28,65,57,49,50,34,39,26
Metabolism and regulation of canonical histone mRNAs: life without a poly(A) tail,"Marzluff, William F.; Wagner, Eric J.; Duronio, Robert J.",2008,383,31.92,0,0,0,0,0,0,0,0,0,11,22,29,42,40,49,45,38,48
Causes and consequences of aneuploidy in cancer,"Gordon, David J.; Resio, Benjamin; Pellman, David",2012,382,47.75,0,0,0,0,0,0,0,0,0,0,0,0,26,57,44,63,57,66
Next-generation genomics: an integrative approach,"Hawkins, R. David; Hon, Gary C.; Ren, Bing",2010,382,38.2,0,0,0,0,0,0,0,0,0,0,10,58,82,62,57,39,33,19
Strategies for mapping and cloning quantitative trait genes in rodents,"Flint, J; Valdar, W; Shifman, S; Mott, R",2005,382,25.47,0,0,0,0,0,13,53,58,55,45,29,30,25,14,20,18,8,6
Genomic variants in exons and introns: identifying the splicing spoilers,"Pagani, F; Baralle, FE",2004,382,23.88,0,0,0,0,9,33,41,30,13,28,28,30,26,20,25,25,27,22
"Genealogical trees, coalescent theory and the analysis of genetic polymorphisms","Rosenberg, NA; Nordborg, M",2002,382,21.22,0,0,1,18,20,21,35,33,26,26,25,15,30,19,23,27,24,15
Diversification of haematopoietic stem cells to specific lineages,"Orkin, SH",2000,382,19.1,1,16,35,27,28,37,34,32,31,17,21,21,10,14,11,10,8,8
Missense meanderings in sequence space: A biophysical view of protein evolution,"DePristo, MA; Weinreich, DM; Hartl, DL",2005,380,25.33,0,0,0,0,0,1,13,19,29,21,39,32,32,33,40,36,20,24
Phenotype-genotype relationships in monogenic disease: Lessons from the thalassaemias,"Weatherall, DJ",2001,380,20,0,4,21,19,27,27,13,21,20,15,31,24,14,26,21,25,27,19
Genomics and the origin of species,"Seehausen, Ole; Butlin, Roger K.; Keller, Irene; Wagner, Catherine E.; Boughman, Janette W.; Hohenlohe, Paul A.; Peichel, Catherine L.; Saetre, Glenn-Peter; Bank, Claudia; Braennstroem, Ake; Brelsford, Alan; Clarkson, Chris S.; Eroukhmanoff, Fabrice; Feder, Jeffrey L.; Fischer, Martin C.; Foote, Andrew D.; Franchini, Paolo; Jiggins, Chris D.; Jones, Felicity C.; Lindholm, Anna K.; Lucek, Kay; Maan, Martine E.; Marques, David A.; Martin, Simon H.; Matthews, Blake; Meier, Joana I.; Moest, Markus; Nachman, Michael W.; Nonaka, Etsuko; Rennison, Diana J.; Schwarzer, Julia; Watson, Eric T.; Westram, Anja M.; Widmer, Alex",2014,379,63.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,57,93,100
