Title,Authors,Corporate Authors,Editors,Book Editors,Source Title,Publication Date,Publication Year,Volume,Issue,Beginning Page,Ending Page,Article Number,DOI,Total Citations,Average per Year,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
A new multipoint method for genome-wide association studies by imputation of genotypes,"Marchini, Jonathan; Howie, Bryan; Myers, Simon; McVean, Gil; Donnelly, Peter",,,,NATURE GENETICS,Jul-07,2007,39,7,906,913,,10.1038/ng2088,1592,122.46,0,0,0,0,0,0,0,0,0,0,7,81,154,166,163,148,139,132,147,116,144
Genome-wide association study identifies variants at CLU and PICALM associated with Alzheimer's disease,"Harold, Denise; Abraham, Richard; Hollingworth, Paul; Sims, Rebecca; Gerrish, Amy; Hamshere, Marian L.; Pahwa, Jaspreet Singh; Moskvina, Valentina; Dowzell, Kimberley; Williams, Amy; Jones, Nicola; Thomas, Charlene; Stretton, Alexandra; Morgan, Angharad R.; Lovestone, Simon; Powell, John; Proitsi, Petroula; Lupton, Michelle K.; Brayne, Carol; Rubinsztein, David C.; Gill, Michael; Lawlor, Brian; Lynch, Aoibhinn; Morgan, Kevin; Brown, Kristelle S.; Passmore, Peter A.; Craig, David; McGuinness, Bernadette; Todd, Stephen; Holmes, Clive; Mann, David; Smith, A. David; Love, Seth; Kehoe, Patrick G.; Hardy, John; Mead, Simon; Fox, Nick; Rossor, Martin; Collinge, John; Maier, Wolfgang; Jessen, Frank; Schuermann, Britta; van den Bussche, Hendrik; Heuser, Isabella; Kornhuber, Johannes; Wiltfang, Jens; Dichgans, Martin; Froelich, Lutz; Hampel, Harald; Huell, Michael; Rujescu, Dan; Goate, Alison M.; Kauwe, John S. K.; Cruchaga, Carlos; Nowotny, Petra; Morris, John C.; Mayo, Kevin; Sleegers, Kristel; Bettens, Karolien; Engelborghs, Sebastiaan; De Deyn, Peter P.; Van Broeckhoven, Christine; Livingston, Gill; Bass, Nicholas J.; Gurling, Hugh; McQuillin, Andrew; Gwilliam, Rhian; Deloukas, Panagiotis; Al-Chalabi, Ammar; Shaw, Christopher E.; Tsolaki, Magda; Singleton, Andrew B.; Guerreiro, Rita; Muehleisen, Thomas W.; Noethen, Markus M.; Moebus, Susanne; Joeckel, Karl-Heinz; Klopp, Norman; Wichmann, H-Erich; Carrasquillo, Minerva M.; Pankratz, V. Shane; Younkin, Steven G.; Holmans, Peter A.; O'Donovan, Michael; Owen, Michael J.; Williams, Julie",,,,NATURE GENETICS,Oct-09,2009,41,10,1088,U61,,10.1038/ng.440,1565,142.27,0,0,0,0,0,0,0,0,0,0,0,0,9,136,176,191,182,182,162,179,141
Systematic variation in gene expression patterns in human cancer cell lines,"Ross, DT; Scherf, U; Eisen, MB; Perou, CM; Rees, C; Spellman, P; Iyer, V; Jeffrey, SS; Van de Rijn, M; Waltham, M; Pergamenschikov, A; Lee, JCE; Lashkari, D; Shalon, D; Myers, TG; Weinstein, JN; Botstein, D; Brown, PO",,,,NATURE GENETICS,Mar-00,2000,24,3,227,235,,10.1038/73432,1565,78.25,0,0,0,35,134,149,132,138,99,103,101,90,98,77,76,61,55,47,52,33,40
"Disruption of a new forkhead/winged-helix protein, scurfin, results in the fatal lymphoproliferative disorder of the scurfy mouse","Brunkow, ME; Jeffery, EW; Hjerrild, KA; Paeper, B; Clark, LB; Yasayko, SA; Wilkinson, JE; Galas, D; Ziegler, SF; Ramsdell, F",,,,NATURE GENETICS,Jan-01,2001,27,1,68,73,,10.1038/83784,1556,81.89,0,0,0,0,14,14,24,38,83,91,109,128,115,112,137,123,109,85,93,71,82
The Cancer Genome Atlas Pan-Cancer analysis project,"Weinstein, John N.; Collisson, Eric A.; Mills, Gordon B.; Shaw, Kenna R. Mills; Ozenberger, Brad A.; Ellrott, Kyle; Shmulevich, Ilya; Sander, Chris; Stuart, Joshua M.",Canc Genome Atlas Res Network,,,NATURE GENETICS,Oct-13,2013,45,10,1113,1120,,10.1038/ng.2764,1549,221.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,102,206,281,337
High resolution analysis of DNA copy number variation using comparative genomic hybridization to microarrays,"Pinkel, D; Seagraves, R; Sudar, D; Clark, S; Poole, I; Kowbel, D; Collins, C; Kuo, WL; Chen, C; Zhai, Y; Dairkee, SH; Ljung, BM; Gray, JW; Albertson, DG",,,,NATURE GENETICS,Oct-98,1998,20,2,207,211,,10.1038/2524,1546,70.27,0,0,23,28,59,60,91,124,149,150,154,122,100,119,88,72,49,38,36,35,19
Inhibition of mTOR induces autophagy and reduces toxicity of polyglutamine expansions in fly and mouse models of Huntington disease,"Ravikumar, B; Vacher, C; Berger, Z; Davies, JE; Luo, SQ; Oroz, LG; Scaravilli, F; Easton, DF; Duden, R; O'Kane, CJ; Rubinsztein, DC",,,,NATURE GENETICS,Jun-04,2004,36,6,585,595,,10.1038/ng1362,1539,96.19,0,0,0,0,0,0,0,12,57,78,77,112,104,134,116,138,134,122,123,90,97
Genome-wide meta-analysis increases to 71 the number of confirmed Crohn's disease susceptibility loci,"Franke, Andre; McGovern, Dermot P. B.; Barrett, Jeffrey C.; Wang, Kai; Radford-Smith, Graham L.; Ahmad, Tariq; Lees, Charlie W.; Balschun, Tobias; Lee, James; Roberts, Rebecca; Anderson, Carl A.; Bis, Joshua C.; Bumpstead, Suzanne; Ellinghaus, David; Festen, Eleonora M.; Georges, Michel; Green, Todd; Haritunians, Talin; Jostins, Luke; Latiano, Anna; Mathew, Christopher G.; Montgomery, Grant W.; Prescott, Natalie J.; Raychaudhuri, Soumya; Rotter, Jerome I.; Schumm, Philip; Sharma, Yashoda; Simms, Lisa A.; Taylor, Kent D.; Whiteman, David; Wijmenga, Cisca; Baldassano, Robert N.; Barclay, Murray; Bayless, Theodore M.; Brand, Stephan; Buening, Carsten; Cohen, Albert; Colombel, Jean-Frederick; Cottone, Mario; Stronati, Laura; Denson, Ted; De Vos, Martine; D'Inca, Renata; Dubinsky, Marla; Edwards, Cathryn; Florin, Tim; Franchimont, Denis; Gearry, Richard; Glas, Juergen; Van Gossum, Andre; Guthery, Stephen L.; Halfvarson, Jonas; Verspaget, Hein W.; Hugot, Jean-Pierre; Karban, Amir; Laukens, Debby; Lawrance, Ian; Lemann, Marc; Levine, Arie; Libioulle, Cecile; Louis, Edouard; Mowat, Craig; Newman, William; Panes, Julian; Phillips, Anne; Proctor, Deborah D.; Regueiro, Miguel; Russell, Richard; Rutgeerts, Paul; Sanderson, Jeremy; Sans, Miquel; Seibold, Frank; Steinhart, A. Hillary; Stokkers, Pieter C. F.; Torkvist, Leif; Kullak-Ublick, Gerd; Wilson, David; Walters, Thomas; Targan, Stephan R.; Brant, Steven R.; Rioux, John D.; D'Amato, Mauro; Weersma, Rinse K.; Kugathasan, Subra; Griffiths, Anne M.; Mansfield, John C.; Vermeire, Severine; Duerr, Richard H.; Silverberg, Mark S.; Satsangi, Jack; Schreiber, Stefan; Cho, Judy H.; Annese, Vito; Hakonarson, Hakon; Daly, Mark J.; Parkes, Miles",,,,NATURE GENETICS,Dec-10,2010,42,12,1118,+,,10.1038/ng.717,1530,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,236,223,214,186,172,164
"DNA double-strand breaks: signaling, repair and the cancer connection","Khanna, KK; Jackson, SP",,,,NATURE GENETICS,Mar-01,2001,27,3,247,254,,10.1038/85798,1530,80.53,0,0,0,0,20,98,120,92,79,88,79,91,88,88,74,83,81,106,87,76,66
High density synthetic oligonucleotide arrays,"Lipshutz, RJ; Fodor, SPA; Gingeras, TR; Lockhart, DJ",,,,NATURE GENETICS,Jan-99,1999,21,,20,24,,10.1038/4447,1517,72.24,0,0,33,109,146,182,165,164,133,119,82,75,70,74,36,28,26,22,12,17,9
Mutations in PCSK9 cause autosomal dominant hypercholesterolemia,"Abifadel, M; Varret, M; Rabes, JP; Allard, D; Ouguerram, K; Devillers, M; Cruaud, C; Benjannet, S; Wickham, L; Erlich, D; Derre, A; Villeger, L; Farnier, M; Beucler, I; Bruckert, E; Chambaz, J; Chanu, B; Lecerf, JM; Luc, G; Moulin, P; Weissenbach, J; Prat, A; Krempf, M; Junien, C; Seidah, NG; Boileau, C",,,,NATURE GENETICS,Jun-03,2003,34,2,154,156,,10.1038/ng1161,1505,88.53,0,0,0,0,0,0,4,21,30,40,53,63,58,55,58,95,96,134,166,178,193
TLR4 mutations are associated with endotoxin hyporesponsiveness in humans,"Arbour, NC; Lorenz, E; Schutte, BC; Zabner, J; Kline, JN; Jones, M; Frees, K; Watt, JL; Schwartz, DA",,,,NATURE GENETICS,Jun-00,2000,25,2,187,+,,10.1038/76048,1498,74.9,0,0,0,9,52,65,81,104,93,114,128,103,100,102,101,63,89,67,74,48,42
Synergy of demethylation and histone deacetylase inhibition in the re-expression of genes silenced in cancer,"Cameron, EE; Bachman, KE; Myohanen, S; Herman, JG; Baylin, SB",,,,NATURE GENETICS,Jan-99,1999,21,1,103,107,,10.1038/5047,1486,70.76,0,0,24,52,75,80,104,94,114,95,118,94,109,94,83,58,62,41,48,57,39
An embryonic stem cell-like gene expression signature in poorly differentiated aggressive human tumors,"Ben-Porath, Ittai; Thomson, Matthew W.; Carey, Vincent J.; Ge, Ruping; Bell, George W.; Regev, Aviv; Weinberg, Robert A.",,,,NATURE GENETICS,May-08,2008,40,5,499,507,,10.1038/ng.127,1473,122.75,0,0,0,0,0,0,0,0,0,0,0,17,110,133,149,148,176,161,132,139,136
Sequence diversity in CYP3A promoters and characterization of the genetic basis of polymorphic CYP3A5 expression,"Kuehl, P; Zhang, J; Lin, Y; Lamba, J; Assem, M; Schuetz, J; Watkins, PB; Daly, A; Wrighton, SA; Hall, SD; Maurel, P; Relling, M; Brimer, C; Yasuda, K; Venkataramanan, R; Strom, S; Thummel, K; Boguski, MS; Schuetz, E",,,,NATURE GENETICS,Apr-01,2001,27,4,383,391,,10.1038/86882,1457,76.68,0,0,0,0,20,63,77,97,107,112,92,95,71,78,102,77,92,72,81,77,67
IL28B is associated with response to chronic hepatitis C interferon-alpha and ribavirin therapy,"Suppiah, Vijayaprakash; Moldovan, Max; Ahlenstiel, Golo; Berg, Thomas; Weltman, Martin; Abate, Maria Lorena; Bassendine, Margaret; Spengler, Ulrich; Dore, Gregory J.; Powell, Elizabeth; Riordan, Stephen; Sheridan, David; Smedile, Antonina; Fragomeli, Vincenzo; Mueller, Tobias; Bahlo, Melanie; Stewart, Graeme J.; Booth, David R.; George, Jacob",Hepatitis C Study,,,NATURE GENETICS,Oct-09,2009,41,10,1100,U74,,10.1038/ng.447,1445,131.36,0,0,0,0,0,0,0,0,0,0,0,0,6,100,268,281,205,225,146,86,76
Replication validity of genetic association studies,"Ioannidis, JPA; Ntzani, EE; Trikalinos, TA; Contopoulos-Ioannidis, DG",,,,NATURE GENETICS,Nov-01,2001,29,3,306,309,,10.1038/ng749,1428,75.16,0,0,0,0,1,33,79,116,135,159,107,120,120,106,78,69,64,62,35,49,53
Meta-analysis of genetic association studies supports a contribution of common variants to susceptibility to common disease,"Lohmueller, KE; Pearce, CL; Pike, M; Lander, ES; Hirschhorn, JN",,,,NATURE GENETICS,Feb-03,2003,33,2,177,182,,10.1038/ng1071,1427,83.94,0,0,0,0,0,0,49,139,175,165,164,152,123,82,77,67,54,49,34,36,27
The role of site accessibility in microRNA target recognition,"Kertesz, Michael; Iovino, Nicola; Unnerstall, Ulrich; Gaul, Ulrike; Segal, Eran",,,,NATURE GENETICS,Oct-07,2007,39,10,1278,1284,,10.1038/ng2135,1418,109.08,0,0,0,0,0,0,0,0,0,0,2,37,84,92,110,128,140,175,151,160,148
"Germline mutations of the PTEN gene in Cowden disease, an inherited breast and thyroid cancer syndrome","Liaw, D; Marsh, DJ; Li, J; Dahia, PLM; Wang, SI; Zheng, ZM; Bose, S; Call, KM; Tsou, HC; Peacocke, M; Eng, C; Parsons, R",,,,NATURE GENETICS,May-97,1997,16,1,64,67,,10.1038/ng0597-64,1412,61.39,33,122,122,109,102,71,66,59,60,46,50,64,56,62,50,49,49,44,65,45,32
"Familial Parkinson disease gene product, parkin, is a ubiquitin-protein ligase","Shimura, H; Hattori, N; Kubo, S; Mizuno, Y; Asakawa, S; Minoshima, S; Shimizu, N; Iwai, K; Chiba, T; Tanaka, K; Suzuki, T",,,,NATURE GENETICS,Jul-00,2000,25,3,302,305,,,1403,70.15,0,0,0,13,75,81,123,96,83,78,67,72,85,81,76,81,80,71,59,52,66
Genome-wide association study identifies variants at CLU and CR1 associated with Alzheimer's disease,"Lambert, Jean-Charles; Heath, Simon; Even, Gael; Campion, Dominique; Sleegers, Kristel; Hiltunen, Mikko; Combarros, Onofre; Zelenika, Diana; Bullido, Maria J.; Tavernier, Beatrice; Letenneur, Luc; Bettens, Karolien; Berr, Claudine; Pasquier, Florence; Fievet, Nathalie; Barberger-Gateau, Pascale; Engelborghs, Sebastiaan; De Deyn, Peter; Mateo, Ignacio; Franck, Ana; Helisalmi, Seppo; Porcellini, Elisa; Hanon, Olivier; de Pancorbo, Marian M.; Lendon, Corinne; Dufouil, Carole; Jaillard, Celine; Leveillard, Thierry; Alvarez, Victoria; Bosco, Paolo; Mancuso, Michelangelo; Panza, Francesco; Nacmias, Benedetta; Bossu, Paola; Piccardi, Paola; Annoni, Giorgio; Seripa, Davide; Galimberti, Daniela; Hannequin, Didier; Licastro, Federico; Soininen, Hilkka; Ritchie, Karen; Blanche, Helene; Dartigues, Jean-Francois; Tzourio, Christophe; Gut, Ivo; Van Broeckhoven, Christine; Alperovitch, Annick; Lathrop, Mark; Amouyel, Philippe",European Alzheimers Dis Initiative,,,NATURE GENETICS,Oct-09,2009,41,10,1094,U68,,10.1038/ng.439,1396,126.91,0,0,0,0,0,0,0,0,0,0,0,0,9,130,165,185,147,155,144,150,125
Uncoupling protein-2: A novel gene linked to obesity and hyperinsulinemia,"Fleury, C; Neverova, M; Collins, S; Raimbault, S; Champigny, O; LeviMeyrueis, C; Bouillaud, F; Seldin, MF; Surwit, RS; Ricquier, D; Warden, CH",,,,NATURE GENETICS,Mar-97,1997,15,3,269,272,,10.1038/ng0397-269,1394,60.61,50,140,165,130,128,98,74,59,71,58,40,52,36,42,39,40,30,30,25,21,29
Variant of transcription factor 7-like 2 (TCF7L2) gene confers risk of type 2 diabetes,"Grant, SFA; Thorleifsson, G; Reynisdottir, I; Benediktsson, R; Manolescu, A; Sainz, J; Helgason, A; Stefansson, H; Emilsson, V; Helgadottir, A; Styrkarsdottir, U; Magnusson, KP; Walters, GB; Palsdottir, E; Jonsdottir, T; Gudmundsdottir, T; Gylfason, A; Saemundsdottir, J; Wilensky, RL; Reilly, MP; Rader, DJ; Bagger, Y; Christiansen, C; Gudnason, V; Sigurdsson, G; Thorsteinsdottir, U; Gulcher, JR; Kong, A; Stefansson, K",,,,NATURE GENETICS,Mar-06,2006,38,3,320,323,,10.1038/ng1732,1388,99.14,0,0,0,0,0,0,0,0,0,42,171,174,124,127,105,119,100,96,86,75,72
Efficiency and power in genetic association studies,"de Bakker, PIW; Yelensky, R; Pe'er, I; Gabriel, SB; Daly, MJ; Altshuler, D",,,,NATURE GENETICS,Nov-05,2005,37,11,1217,1223,,10.1038/ng1669,1366,91.07,0,0,0,0,0,0,0,0,2,70,143,171,191,184,153,115,86,74,60,54,21
"Meta-analysis of 74,046 individuals identifies 11 new susceptibility loci for Alzheimer's disease","Lambert, Jean-Charles; Ibrahim-Verbaas, Carla A.; Harold, Denise; Naj, Adam C.; Sims, Rebecca; Bellenguez, Celine; Jun, Gyungah; DeStefano, Anita L.; Bis, Joshua C.; Beecham, Gary W.; Grenier-Boley, Benjamin; Russo, Giancarlo; Thornton-Wells, Tricia A.; Jones, Nicola; Smith, Albert V.; Chouraki, Vincent; Thomas, Charlene; Ikram, M. Arfan; Zelenika, Diana; Vardarajan, Badri N.; Kamatani, Yoichiro; Lin, Chiao-Feng; Gerrish, Amy; Schmidt, Helena; Kunkle, Brian; Dunstan, Melanie L.; Ruiz, Agustin; Bihoreau, Marie-Therese; Choi, Seung-Hoan; Reitz, Christiane; Pasquier, Florence; Hollingworth, Paul; Ramirez, Alfredo; Hanon, Olivier; Fitzpatrick, Annette L.; Buxbaum, Joseph D.; Campion, Dominique; Crane, Paul K.; Baldwin, Clinton; Becker, Tim; Gudnason, Vilmundur; Cruchaga, Carlos; Craig, David; Amin, Najaf; Berr, Claudine; Lopez, Oscar L.; De Jager, Philip L.; Deramecourt, Vincent; Johnston, Janet A.; Evans, Denis; Lovestone, Simon; Letenneur, Luc; Moron, Francisco J.; Rubinsztein, David C.; Eiriksdottir, Gudny; Sleegers, Kristel; Goate, Alison M.; Fievet, Nathalie; Huentelman, Matthew J.; Gill, Michael; Brown, Kristelle; Kamboh, M. Ilyas; Keller, Lina; Barberger-Gateau, Pascale; McGuinness, Bernadette; Larson, Eric B.; Green, Robert; Myers, Amanda J.; Dufouil, Carole; Todd, Stephen; Wallon, David; Love, Seth; Rogaeva, Ekaterina; Gallacher, John; St George-Hyslop, Peter; Clarimon, Jordi; Lleo, Alberto; Bayer, Anthony; Tsuang, Debby W.; Yu, Lei; Tsolaki, Magda; Bossu, Paola; Spalletta, Gianfranco; Proitsi, Petroula; Collinge, John; Sorbi, Sandro; Sanchez-Garcia, Florentino; Fox, Nick C.; Hardy, John; Naranjo, Maria Candida Deniz; Bosco, Paolo; Clarke, Robert; Brayne, Carol; Galimberti, Daniela; Mancuso, Michelangelo; Matthews, Fiona; Moebus, Susanne; Mecocci, Patrizia; Del Zompo, Maria; Maier, Wolfgang; Hampel, Harald; Pilotto, Alberto; Bullido, Maria; Panza, Francesco; Caffarra, Paolo; Nacmias, Benedetta; Gilbert, John R.; Mayhaus, Manuel; Lannfelt, Lars; Hakonarson, Hakon; Pichler, Sabrina; Carrasquillo, Minerva M.; Ingelsson, Martin; Beekly, Duane; Alvarez, Victoria; Zou, Fanggeng; Valladares, Otto; Younkin, Steven G.; Coto, Eliecer; Hamilton-Nelson, Kara L.; Gu, Wei; Razquin, Cristina; Pastor, Pau; Mateo, Ignacio; Owen, Michael J.; Faber, Kelley M.; Jonsson, Palmi V.; Combarros, Onofre; O'Donovan, Michael C.; Cantwell, Laura B.; Soininen, Hilkka; Blacker, Deborah; Mead, Simon; Mosley, Thomas H., Jr.; Bennett, David A.; Harris, Tamara B.; Fratiglioni, Laura; Holmes, Clive; de Bruijn, Renee F. A. G.; Passmore, Peter; Montine, Thomas J.; Bettens, Karolien; Rotter, Jerome I.; Brice, Alexis; Morgan, Kevin; Foroud, Tatiana M.; Kukull, Walter A.; Hannequin, Didier; Powell, John F.; Nalls, Michael A.; Ritchie, Karen; Lunetta, Kathryn L.; Kauwe, John S. K.; Boerwinkle, Eric; Riemenschneider, Matthias; Boada, Merce; Hiltunen, Mikko; Martin, Eden R.; Schmidt, Reinhold; Rujescu, Dan; Wang, Li-San; Dartigues, Jean-Francois; Mayeux, Richard; Tzourio, Christophe; Hofman, Albert; Noethen, Markus M.; Graff, Caroline; Psaty, Bruce M.; Jones, Lesley; Haines, Jonathan L.; Holmans, Peter A.; Lathrop, Mark; Pericak-Vance, Margaret A.; Launer, Lenore J.; Farrer, Lindsay A.; van Duijn, Cornelia M.; Van Broeckhoven, Christine; Moskvina, Valentina; Seshadri, Sudha; Williams, Julie; Schellenberg, Gerard D.; Amouyel, Philippe",EADI; GERAD; ADGC; CHARGE,,,NATURE GENETICS,Dec-13,2013,45,12,1452,U206,,10.1038/ng.2802,1364,194.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,105,217,287,275
Characterization of single-nucleotide polymorphisms in coding regions of human genes,"Cargill, M; Altshuler, D; Ireland, J; Sklar, P; Ardlie, K; Patil, N; Lane, CR; Lim, EP; Kalyanaraman, N; Nemesh, J; Ziaugra, L; Friedland, L; Rolfe, A; Warrington, J; Lipshutz, R; Daley, GQ; Lander, ES",,,,NATURE GENETICS,Jul-99,1999,22,3,231,238,,,1357,64.62,0,0,26,143,162,133,116,100,110,77,79,58,58,57,33,45,32,38,21,16,23
Combinatorial patterns of histone acetylations and methylations in the human genome,"Wang, Zhibin; Zang, Chongzhi; Rosenfeld, Jeffrey A.; Schones, Dustin E.; Barski, Artem; Cuddapah, Suresh; Cui, Kairong; Roh, Tae-Young; Peng, Weiqun; Zhang, Michael Q.; Zhao, Keji",,,,NATURE GENETICS,Jul-08,2008,40,7,897,903,,10.1038/ng.154,1342,111.83,0,0,0,0,0,0,0,0,0,0,0,10,97,124,153,157,141,141,119,132,121
The common PPAR gamma Pro12Ala polymorphism is associated with decreased risk of type 2 diabetes,"Altshuler, D; Hirschhorn, JN; Klannemark, M; Lindgren, CM; Vohl, MC; Nemesh, J; Lane, CR; Schaffner, SF; Bolk, S; Brewer, C; Tuomi, T; Gaudet, D; Hudson, TJ; Daly, M; Groop, L; Lander, ES",,,,NATURE GENETICS,Sep-00,2000,26,1,76,80,,10.1038/79216,1337,66.85,0,0,0,0,66,88,91,96,132,90,138,112,84,67,64,66,63,55,29,42,21
Mutations in ABC1 in Tangier disease and familial high-density lipoprotein deficiency,"Brooks-Wilson, A; Marcil, M; Clee, SM; Zhang, LH; Roomp, K; van Dam, M; Yu, L; Brewer, C; Collins, JA; Molhuizen, HOF; Loubser, O; Ouelette, BFF; Fichter, K; Ashbourne-Excoffon, KJD; Sensen, CW; Scherer, S; Mott, S; Denis, M; Martindale, D; Frohlich, J; Morgan, K; Koop, B; Pimstone, S; Kastelein, JJP; Genest, J; Hayden, MR",,,,NATURE GENETICS,Aug-99,1999,22,4,336,345,,,1335,63.57,0,0,13,97,135,112,112,93,84,78,67,83,60,76,50,57,42,46,31,35,20
"Distribution, silencing potential and evolutionary impact of promoter DNA methylation in the human genome","Weber, Michael; Hellmann, Ines; Stadler, Michael B.; Ramos, Liliana; Paabo, Svante; Rebhan, Michael; Schubeler, Dirk",,,,NATURE GENETICS,Apr-07,2007,39,4,457,466,,10.1038/ng1990,1316,101.23,0,0,0,0,0,0,0,0,0,0,19,82,113,139,189,133,135,101,104,121,66
Genetic variation in PNPLA3 confers susceptibility to nonalcoholic fatty liver disease,"Romeo, Stefano; Kozlitina, Julia; Xing, Chao; Pertsemlidis, Alexander; Cox, David; Pennacchio, Len A.; Boerwinkle, Eric; Cohen, Jonathan C.; Hobbs, Helen H.",,,,NATURE GENETICS,Dec-08,2008,40,12,1461,1465,,10.1038/ng.257,1306,108.83,0,0,0,0,0,0,0,0,0,0,0,0,31,82,110,114,118,128,152,169,145
The human colon cancer methylome shows similar hypo- and hypermethylation at conserved tissue-specific CpG island shores,"Irizarry, Rafael A.; Ladd-Acosta, Christine; Wen, Bo; Wu, Zhijin; Montano, Carolina; Onyango, Patrick; Cui, Hengmi; Gabo, Kevin; Rongione, Michael; Webster, Maree; Ji, Hong; Potash, James B.; Sabunciyan, Sarven; Feinberg, Andrew P.",,,,NATURE GENETICS,Feb-09,2009,41,2,178,186,,10.1038/ng.298,1294,117.64,0,0,0,0,0,0,0,0,0,0,0,0,34,106,116,179,166,171,141,126,118
Meta-analysis of genome-wide association data and large-scale replication identifies additional susceptibility loci for type 2 diabetes,"Zeggini, Eleftheria; Scott, Laura J.; Saxena, Richa; Voight, Benjamin F.; Marchini, Jonathan L.; Hu, Tianle; de Bakker, Paul I. W.; Abecasis, Goncalo R.; Almgren, Peter; Andersen, Gitte; Ardlie, Kristin; Bostroem, Kristina Bengtsson; Bergman, Richard N.; Bonnycastle, Lori L.; Borch-Johnsen, Knut; Burtt, Noel P.; Chen, Hong; Chines, Peter S.; Daly, Mark J.; Deodhar, Parimal; Ding, Chia-Jen; Doney, Alex S. F.; Duren, William L.; Elliott, Katherine S.; Erdos, Michael R.; Frayling, Timothy M.; Freathy, Rachel M.; Gianniny, Lauren; Grallert, Harald; Grarup, Niels; Groves, Christopher J.; Guiducci, Candace; Hansen, Torben; Herder, Christian; Hitman, Graham A.; Hughes, Thomas E.; Isomaa, Bo; Jackson, Anne U.; Jorgensen, Torben; Kong, Augustine; Kubalanza, Kari; Kuruvilla, Finny G.; Kuusisto, Johanna; Langenberg, Claudia; Lango, Hana; Lauritzen, Torsten; Li, Yun; Lindgren, Cecilia M.; Lyssenko, Valeriya; Marvelle, Amanda F.; Meisinger, Christa; Midthjell, Kristian; Mohlke, Karen L.; Morken, Mario A.; Morris, Andrew D.; Narisu, Narisu; Nilsson, Peter; Owen, Katharine R.; Palmer, Colin N. A.; Payne, Felicity; Perry, John R. B.; Pettersen, Elin; Platou, Carl; Prokopenko, Inga; Qi, Lu; Qin, Li; Rayner, Nigel W.; Rees, Matthew; Roix, Jeffrey J.; Sandbaek, Anelli; Shields, Beverley; Sjogren, Marketa; Steinthorsdottir, Valgerdur; Stringham, Heather M.; Swift, Amy J.; Thorleifsson, Gudmar; Thorsteinsdottir, Unnur; Timpson, Nicholas J.; Tuomi, Tiinamaija; Tuomilehto, Jaakko; Walker, Mark; Watanabe, Richard M.; Weedon, Michael N.; Willer, Cristen J.; Illig, Thomas; Hveem, Kristian; Hu, Frank B.; Laakso, Markku; Stefansson, Kari; Pedersen, Oluf; Wareham, Nicholas J.; Barroso, Ines; Hattersley, Andrew T.; Collins, Francis S.; Groop, Leif; McCarthy, Mark I.; Boehnke, Michael; Altshuler, David",DIAGRAM Consortium; Wellcome Trust Case Control Consor,,,NATURE GENETICS,May-08,2008,40,5,638,645,,10.1038/ng.120,1293,107.75,0,0,0,0,0,0,0,0,0,0,0,69,220,210,149,140,121,96,93,65,67
